date,line,tile_id,lon,lat,height,nature_id
20251031,75527,0620_6866,1.92250000,48.88638889,131.47,17
20251031,148104,0665_6870,2.53027778,48.92138889,80.15,38
20251031,49029,0651_6861,2.33361111,48.84305556,86.12,38
20251031,145659,0656_6862,2.41222222,48.85305556,85.95,38
20251031,96875,0667_6879,2.56000000,49.00305556,119.66,38
20251031,161961,0649_6862,2.31861111,48.84805556,68.33,38
20251031,191269,0648_6868,2.30388889,48.90694444,53.52,38
20251031,25133,0640_6863,2.19250000,48.86361111,128.13,38
20251031,55918,0642_6862,2.22222222,48.85444444,52.95,38
20251031,63935,0642_6859,2.22166667,48.82222222,102.64,38
20251031,173250,0651_6865,2.34138889,48.88027778,83.72,38
20251031,84870,0620_6852,1.92055556,48.76027778,209.27,38
20251031,50153,0656_6843,2.40861111,48.68500000,80.90,38
20251031,112029,0648_6868,2.29861111,48.90750000,77.91,17
20251031,89708,0650_6855,2.32027778,48.79305556,94.75,38
20251031,152285,0647_6849,2.28972222,48.73305556,115.94,17
20251031,89233,0646_6863,2.26722222,48.85916667,70.98,17
20251031,182254,0650_6866,2.32027778,48.88611111,75.48,17
20251031,146752,0624_6856,1.97444444,48.79388889,182.15,38
20251031,112211,0665_6871,2.52750000,48.93055556,64.64,38
20251031,162214,0670_6836,2.59722222,48.62305556,110.07,38
20251031,188655,0651_6862,2.33916667,48.84944444,73.46,38
20251031,184386,0655_6862,2.39111111,48.84777778,72.58,38
20251031,90702,0645_6861,2.25888889,48.84277778,67.00,38
20251031,70066,0656_6860,2.40833333,48.83666667,78.77,38
20251031,173547,0650_6857,2.32805556,48.81000000,104.84,38
20251031,184871,0641_6870,2.20055556,48.92166667,41.67,38
20251031,168675,0648_6860,2.29472222,48.83527778,69.24,38
20251031,99324,0634_6881,2.09833333,49.02166667,65.34,17
20251031,82661,0639_6843,2.17333333,48.67638889,171.09,17
20251031,94870,0649_6866,2.30805556,48.88472222,72.45,38
20251031,6298,0650_6868,2.32805556,48.90194444,67.76,38
20251031,79751,0633_6867,2.09416667,48.89500000,112.69,38
20251031,132679,0639_6867,2.17972222,48.89666667,51.05,17
20251031,70035,0652_6866,2.35666667,48.88527778,89.46,38
20251031,88265,0654_6863,2.37444444,48.86500000,71.94,38
20251031,189129,0654_6859,2.37888889,48.82527778,74.38,38
20251031,133064,0641_6866,2.19916667,48.88750000,61.99,38
20251031,182255,0646_6876,2.27111111,48.98083333,56.26,17
20251031,38454,0625_6854,1.99166667,48.77861111,214.09,38
20251031,68642,0657_6862,2.41722222,48.85250000,88.27,38
20251031,137339,0644_6866,2.24027778,48.88472222,56.01,38
20251031,160794,0645_6862,2.26000000,48.84944444,85.02,38
20251031,79299,0662_6853,2.48944444,48.77333333,63.30,17
20251031,169839,0646_6859,2.26638889,48.82500000,55.37,38
20251031,159112,0649_6864,2.31805556,48.87305556,53.77,17
20251031,142775,0648_6856,2.29916667,48.79861111,114.44,17
20251031,140165,0641_6859,2.20527778,48.82166667,94.80,38
20251031,124939,0644_6865,2.23944444,48.87694444,57.11,38
20251031,165350,0665_6866,2.52305556,48.88805556,77.92,38
20251031,182320,0650_6878,2.32444444,48.99500000,165.12,38
20251031,60253,0655_6862,2.38750000,48.84944444,78.50,38
20251031,76949,0657_6861,2.41694444,48.84305556,80.09,38
