date,line,tile_id,lon,lat,height,nature_id
20251031,57605,0654_6858,2.37722222,48.81750000,70.43,38
20251031,79652,0637_6873,2.14444444,48.94694444,56.48,17
20251031,73820,0656_6868,2.40666667,48.90194444,68.68,38
20251031,177617,0642_6850,2.22333333,48.74694444,98.08,17
20251031,54986,0666_6859,2.54027778,48.82388889,102.88,38
20251031,173557,0665_6857,2.52361111,48.80500000,49.77,38
20251031,64268,0648_6862,2.29277778,48.85555556,78.55,38
20251031,151286,0651_6863,2.34111111,48.86333333,67.83,17
20251031,84821,0651_6867,2.33972222,48.89333333,86.02,38
20251031,88934,0646_6878,2.27166667,48.99833333,102.18,17
20251031,174301,0639_6885,2.16583333,49.05722222,79.35,38
20251031,167057,0651_6863,2.34416667,48.86472222,65.13,38
20251031,4263,0647_6876,2.28444444,48.97916667,55.81,38
20251031,67589,0656_6863,2.40388889,48.86194444,107.26,38
20251031,54897,0656_6875,2.41000000,48.96638889,68.45,38
20251031,158084,0656_6860,2.40444444,48.83305556,75.27,38
20251031,72010,0656_6861,2.41027778,48.84611111,90.05,38
20251031,182998,0661_6850,2.47305556,48.74388889,102.81,38
20251031,102780,0643_6860,2.23222222,48.83194444,68.79,38
20251031,85216,0653_6863,2.36472222,48.86138889,58.83,38
20251031,72597,0665_6867,2.53000000,48.90055556,124.40,17
20251031,42391,0673_6859,2.64083333,48.82194444,129.50,17
20251031,4338,0653_6875,2.36638889,48.96555556,69.93,38
20251031,132798,0637_6871,2.15250000,48.93305556,44.94,38
20251031,92944,0654_6865,2.37916667,48.87444444,108.78,38
20251031,156157,0657_6838,2.41972222,48.63861111,103.08,38
20251031,54471,0653_6856,2.36888889,48.79805556,125.20,38
20251031,169699,0664_6862,2.52111111,48.85277778,65.59,17
20251031,165933,0662_6865,2.48500000,48.87916667,103.99,38
20251031,99559,0650_6870,2.32861111,48.92611111,58.62,17
20251031,169536,0657_6858,2.42416667,48.81833333,66.23,38
20251031,52973,0652_6865,2.35333333,48.88194444,75.67,17
20251031,179288,0648_6860,2.29944444,48.83388889,83.52,17
20251031,180344,0659_6836,2.45138889,48.61861111,118.73,38
20251031,173011,0621_6877,1.92611111,48.98666667,65.56,38
20251031,85069,0656_6860,2.40611111,48.83500000,69.92,38
20251031,117535,0649_6868,2.31138889,48.90166667,64.15,38
20251031,53276,0653_6838,2.36222222,48.63833333,108.33,38
20251031,188569,0654_6865,2.37472222,48.88250000,78.61,38
20251031,87974,0654_6857,2.37777778,48.80388889,101.36,17
20251031,140916,0643_6864,2.22777778,48.87111111,64.89,38
20251031,121776,0650_6860,2.32055556,48.83194444,100.43,38
20251031,168858,0641_6879,2.19722222,49.00444444,82.38,38
20251031,183387,0653_6859,2.37305556,48.82305556,81.59,38
20251031,109864,0648_6858,2.30055556,48.81333333,97.08,17
20251031,83149,0665_6862,2.52638889,48.85583333,56.55,38
20251031,142566,0648_6865,2.29444444,48.87611111,80.32,17
20251031,182248,0645_6848,2.25833333,48.72722222,105.14,17
20251031,162106,0646_6865,2.27527778,48.87861111,62.57,38
20251031,162104,0621_6849,1.92916667,48.72944444,188.51,17
20251031,139867,0659_6852,2.44250000,48.76472222,44.50,38
20251031,166011,0667_6859,2.56166667,48.82972222,111.85,17
20251031,39279,0662_6860,2.49416667,48.83500000,73.88,38
20251031,139245,0648_6851,2.29750000,48.74944444,84.83,38
20251031,37387,0641_6878,2.20083333,48.99555556,119.05,17
20251031,186969,0648_6860,2.30416667,48.83694444,80.21,38
20251031,193016,0647_6862,2.28638889,48.85000000,50.36,38
20251031,136178,0661_6867,2.47444444,48.89611111,91.47,38
20251031,185517,0663_6850,2.50250000,48.74361111,112.91,38
20251031,114385,0646_6860,2.27361111,48.83666667,69.25,17
20251031,172116,0626_6860,1.99361111,48.82972222,139.66,17
20251031,95222,0659_6873,2.44111111,48.95388889,56.45,17
20251031,187712,0651_6866,2.34111111,48.88666667,144.52,38
20251031,176998,0656_6867,2.40555556,48.89444444,77.15,17
20251031,105958,0653_6846,2.37083333,48.70583333,107.61,38
20251031,121199,0658_6848,2.43805556,48.72777778,59.10,38
20251031,175351,0654_6857,2.37972222,48.80583333,121.00,17
20251031,166467,0653_6870,2.35861111,48.92444444,108.87,17
20251031,166566,0645_6847,2.26333333,48.71888889,131.78,38
20251031,82980,0633_6886,2.09666667,49.06388889,124.08,38
20251031,24964,0654_6872,2.37416667,48.94083333,45.48,38
20251031,42458,0642_6854,2.22083333,48.78111111,189.45,17
20251031,167455,0631_6872,2.05916667,48.93805556,59.70,38
20251031,17623,0645_6870,2.26250000,48.92472222,53.73,38
20251031,92685,0653_6853,2.36750000,48.76916667,113.98,38
20251031,3481,0642_6867,2.21500000,48.89694444,74.97,17
20251031,67328,0653_6858,2.36861111,48.82027778,86.44,17
20251031,81924,0655_6840,2.38916667,48.65833333,76.85,17
20251031,88972,0656_6849,2.40750000,48.73277778,92.52,38
20251031,132786,0649_6850,2.30944444,48.74055556,95.97,38
20251031,105377,0648_6844,2.29666667,48.68944444,104.06,17
20251031,186105,0638_6879,2.16138889,49.00027778,88.81,38
20251031,161598,0645_6866,2.25111111,48.88666667,85.32,17
20251031,174985,0651_6865,2.33500000,48.87944444,71.96,38
20251031,62596,0652_6859,2.35277778,48.82638889,91.07,38
20251031,127701,0652_6864,2.35416667,48.86888889,64.54,38
20251031,131946,0652_6842,2.36138889,48.66805556,112.14,38
20251031,87020,0653_6870,2.36250000,48.91972222,86.99,17
20251031,186669,0652_6842,2.36055556,48.66888889,135.55,38
20251031,125207,0664_6868,2.51666667,48.90805556,84.90,38
20251031,180697,0654_6855,2.38194444,48.79305556,74.35,38
20251031,168440,0643_6855,2.22888889,48.78861111,216.21,38
20251031,77948,0646_6893,2.27194444,49.13222222,54.63,20
20251031,42429,0662_6855,2.48694444,48.79305556,63.46,20
20251031,183232,0652_6860,2.35555556,48.83694444,71.13,38
20251031,136596,0645_6859,2.26166667,48.82833333,73.55,38
20251031,139824,0653_6876,2.37111111,48.97472222,94.69,38
20251031,82663,0659_6873,2.45305556,48.94861111,49.46,17
20251031,52929,0649_6865,2.30500000,48.88194444,73.73,38
20251031,48633,0663_6869,2.50000000,48.91916667,85.47,17
