date,line,tile_id,lon,lat,height,nature_id
20251031,91268,0644_6869,2.24055556,48.91333333,63.37,38
20251031,91825,0655_6861,2.38944444,48.84416667,79.77,38
20251031,89838,0665_6843,2.53250000,48.68000000,108.85,38
20251031,135191,0648_6859,2.29833333,48.82500000,114.05,38
20251031,158348,0684_6862,2.78388889,48.85388889,141.69,17
20251031,79009,0650_6868,2.31916667,48.90305556,59.55,38
20251031,168996,0649_6863,2.30944444,48.85611111,68.07,38
20251031,12099,0668_6859,2.56833333,48.82777778,110.04,17
20251031,174848,0638_6881,2.16333333,49.02000000,59.11,17
20251031,159600,0647_6865,2.28944444,48.87611111,80.89,38
20251031,72491,0655_6863,2.38944444,48.85805556,78.27,38
20251031,116931,0659_6847,2.45361111,48.71333333,62.43,17
20251031,182069,0648_6869,2.30305556,48.91333333,49.49,17
20251031,46839,0651_6843,2.34611111,48.67805556,106.46,38
20251031,54025,0667_6862,2.55666667,48.84916667,122.57,38
20251031,49059,0651_6864,2.33250000,48.86861111,75.76,38
20251031,137004,0642_6859,2.21638889,48.82416667,70.54,38
20251031,109125,0657_6868,2.41777778,48.90361111,73.52,38
20251031,163468,0652_6864,2.34722222,48.86638889,53.38,17
20251031,160644,0655_6875,2.39888889,48.96583333,71.45,38
20251031,80750,0652_6865,2.35222222,48.87777778,72.92,38
20251031,52415,0651_6864,2.34083333,48.86833333,82.95,17
20251031,144560,0647_6860,2.27972222,48.83666667,63.77,38
20251031,52284,0651_6856,2.33750000,48.80111111,95.95,38
20251031,4532,0663_6873,2.50194444,48.95250000,80.93,38
20251031,191889,0646_6861,2.27750000,48.83888889,50.49,38
20251031,193101,0629_6855,2.04361111,48.78361111,198.88,38
20251031,142356,0646_6865,2.26472222,48.87805556,46.40,17
20251031,39880,0658_6872,2.42888889,48.93861111,70.23,38
20251031,188020,0644_6866,2.24944444,48.88444444,73.07,17
20251031,164707,0651_6862,2.33555556,48.85333333,54.60,17
20251031,127277,0649_6864,2.31666667,48.87277778,67.35,38
20251031,144852,0661_6846,2.48111111,48.71138889,66.73,17
20251031,100955,0627_6884,2.01250000,49.04888889,140.91,38
20251031,176056,0644_6874,2.24222222,48.95694444,69.42,38
20251031,90587,0650_6867,2.32888889,48.89305556,81.50,38
20251031,46961,0646_6858,2.27472222,48.81750000,98.70,38
20251031,119276,0631_6857,2.07250000,48.80194444,151.43,38
20251031,107511,0656_6863,2.40527778,48.86305556,108.70,38
20251031,178450,0651_6865,2.33500000,48.87972222,76.02,38
20251031,146699,0668_6879,2.56444444,49.00305556,135.07,17
20251031,85215,0652_6862,2.35861111,48.85527778,62.10,17
20251031,104658,0659_6878,2.44916667,48.99361111,97.77,38
20251031,86401,0664_6867,2.51611111,48.89861111,113.44,38
20251031,103400,0643_6864,2.22750000,48.86694444,53.63,38
20251031,164555,0652_6866,2.35500000,48.88666667,85.35,17
20251031,133798,0662_6862,2.48694444,48.85250000,102.88,17
20251031,75531,0657_6858,2.42361111,48.81500000,65.98,38
20251031,154997,0647_6864,2.28416667,48.87138889,79.51,38
20251031,187548,0650_6861,2.33000000,48.84277778,73.95,17
20251031,133517,0667_6874,2.55777778,48.95750000,106.11,38
20251031,169656,0633_6865,2.09666667,48.88111111,115.01,38
20251031,77104,0622_6860,1.95111111,48.82750000,147.72,38
20251031,179200,0642_6875,2.21027778,48.96694444,97.62,17
20251031,121420,0633_6878,2.09750000,48.99722222,59.08,17
20251031,55052,0650_6867,2.32222222,48.89416667,69.79,38
20251031,159590,0667_6864,2.55777778,48.86722222,59.84,38
20251031,39957,0639_6860,2.17472222,48.82861111,171.49,38
20251031,79567,0645_6862,2.25472222,48.85222222,91.35,17
20251031,91834,0646_6868,2.26527778,48.90555556,78.10,17
20251031,65469,0653_6870,2.36027778,48.92444444,109.30,17
20251031,141021,0653_6864,2.36055556,48.86638889,65.51,38
20251031,39950,0649_6857,2.31305556,48.80361111,131.81,38
20251031,144079,0648_6857,2.29472222,48.81027778,122.70,38
20251031,121344,0644_6857,2.24000000,48.80194444,126.10,38
20251031,133182,0650_6856,2.32833333,48.79833333,83.93,38
20251031,125812,0656_6862,2.40166667,48.85444444,83.78,38
20251031,49075,0660_6866,2.46000000,48.89166667,109.65,38
20251031,92060,0654_6870,2.38305556,48.92805556,77.48,38
20251031,181385,0652_6867,2.35333333,48.89555556,82.43,38
20251031,179674,0663_6861,2.49638889,48.84722222,74.84,38
20251031,145758,0661_6845,2.48138889,48.69611111,100.88,38
20251031,162319,0646_6865,2.27194444,48.87972222,52.95,38
20251031,100668,0663_6865,2.50805556,48.88194444,97.97,17
20251031,109868,0640_6881,2.18833333,49.02166667,80.33,17
20251031,5600,0658_6853,2.44138889,48.76833333,44.10,17
20251031,48636,0660_6869,2.46777778,48.91833333,97.74,38
20251031,65829,0655_6850,2.39888889,48.74361111,89.11,38
20251031,172281,0659_6856,2.44861111,48.79861111,91.36,38
20251031,113741,0659_6855,2.44805556,48.79055556,86.94,17
20251031,117505,0643_6859,2.23055556,48.82555556,61.72,17
20251031,92830,0652_6858,2.35944444,48.81444444,89.92,38
20251031,161600,0651_6864,2.33222222,48.87361111,84.20,17
20251031,117947,0658_6862,2.43972222,48.84805556,89.20,17
20251031,159589,0642_6859,2.22305556,48.82194444,100.06,17
20251031,67147,0646_6857,2.27583333,48.81000000,109.66,38
20251031,152317,0666_6870,2.53861111,48.92055556,83.78,38
20251031,187283,0656_6862,2.40500000,48.85166667,81.20,38
20251031,47402,0655_6840,2.39361111,48.65416667,119.37,38
20251031,52736,0646_6868,2.26805556,48.90083333,74.34,38
20251031,124209,0650_6865,2.32222222,48.87694444,70.52,38
20251031,46686,0651_6863,2.34305556,48.86416667,71.97,38
20251031,154136,0653_6875,2.37138889,48.96666667,57.71,17
20251031,30699,0644_6865,2.23888889,48.87972222,58.53,38
20251031,168358,0646_6855,2.27583333,48.78500000,119.67,38
20251031,187933,0653_6861,2.37166667,48.84583333,59.33,17
20251031,84052,0652_6862,2.35111111,48.85444444,60.71,38
20251031,5101,0659_6874,2.44277778,48.96111111,61.44,17
20251031,123026,0654_6861,2.37583333,48.84277778,84.62,38
20251031,169386,0666_6875,2.54833333,48.96750000,82.49,38
