date,line,tile_id,lon,lat,height,nature_id
20251031,172480,0648_6862,2.29694444,48.84750000,64.57,38
20251031,104387,0649_6860,2.31555556,48.82916667,90.08,17
20251031,160868,0658_6870,2.42916667,48.92527778,62.61,38
20251031,168098,0670_6872,2.59944444,48.94611111,74.94,38
20251031,150912,0635_6883,2.12416667,49.03944444,56.13,38
20251031,143276,0669_6879,2.57722222,49.00250000,129.08,17
20251031,9884,0630_6844,2.06055556,48.68777778,169.73,17
20251031,141395,0657_6862,2.42416667,48.85194444,83.90,17
20251031,190040,0647_6859,2.28805556,48.82750000,98.30,17
20251031,71119,0642_6866,2.21027778,48.88611111,88.76,38
20251031,137564,0653_6865,2.36361111,48.87944444,80.92,38
20251031,133558,0653_6872,2.36111111,48.93805556,57.48,38
20251031,188953,0661_6872,2.47138889,48.94444444,66.73,17
20251031,27712,0656_6862,2.41166667,48.85083333,99.63,38
20251031,166870,0652_6863,2.34611111,48.86083333,68.56,38
20251031,163133,0656_6869,2.40638889,48.91722222,62.52,38
20251031,46866,0643_6886,2.23333333,49.06416667,168.14,20
20251031,149509,0653_6848,2.36833333,48.72805556,109.22,17
20251031,73583,0643_6871,2.22750000,48.93611111,49.58,38
20251031,6517,0637_6853,2.14750000,48.77083333,118.14,17
20251031,176548,0633_6865,2.08916667,48.87805556,118.38,17
20251031,71782,0645_6865,2.25361111,48.88194444,58.57,38
20251031,137772,0648_6867,2.29500000,48.89694444,61.54,38
20251031,117800,0655_6865,2.39694444,48.88027778,141.13,38
20251031,115067,0636_6885,2.13750000,49.05333333,72.20,17
20251031,38248,0661_6834,2.47527778,48.59777778,100.32,38
20251031,172541,0644_6871,2.24611111,48.93194444,45.89,38
20251031,118738,0632_6875,2.07500000,48.97027778,40.69,17
20251031,90965,0656_6861,2.40083333,48.84000000,92.81,38
20251031,86640,0674_6860,2.65416667,48.83944444,98.75,17
20251031,135483,0670_6901,2.59500000,49.20611111,89.35,38
20251031,140196,0647_6867,2.28638889,48.90055556,57.68,17
20251031,124638,0648_6836,2.30583333,48.61555556,113.60,38
20251031,92188,0634_6867,2.10555556,48.89555556,51.71,38
20251031,137585,0655_6846,2.39694444,48.70805556,78.76,17
20251031,103932,0630_6884,2.04833333,49.04722222,110.31,17
20251031,168144,0676_6854,2.68000000,48.77944444,131.69,38
20251031,149978,0669_6868,2.58944444,48.90361111,81.06,38
20251031,86752,0659_6900,2.44666667,49.19194444,55.91,17
20251031,150589,0668_6879,2.56722222,49.00472222,136.61,17
20251031,131465,0652_6866,2.35500000,48.88500000,84.35,38
20251031,21492,0655_6861,2.38833333,48.84083333,65.51,38
