date,line,tile_id,lon,lat,height,nature_id
20251031,154935,0665_6880,2.52166667,49.01361111,148.78,17
20251031,174193,0665_6861,2.53027778,48.84388889,64.94,17
20251031,177207,0651_6866,2.33277778,48.89138889,87.84,17
20251031,132522,0646_6866,2.26722222,48.88500000,67.49,38
20251031,66287,0646_6865,2.27222222,48.88055556,85.88,17
20251031,167441,0654_6869,2.38194444,48.91055556,90.97,38
20251031,73473,0654_6864,2.37555556,48.87055556,75.80,38
20251031,15930,0649_6855,2.31111111,48.78861111,136.96,38
20251031,83115,0652_6864,2.35166667,48.86944444,70.08,38
20251031,155034,0640_6854,2.19000000,48.78138889,196.55,38
20251031,155437,0655_6860,2.38750000,48.83138889,73.21,17
20251031,190661,0653_6866,2.36777778,48.88472222,75.88,38
20251031,34467,0637_6846,2.15305556,48.70861111,178.11,17
20251031,51707,0653_6864,2.36833333,48.87055556,66.58,38
20251031,81027,0648_6865,2.30416667,48.87833333,71.84,38
20251031,4418,0666_6870,2.54055556,48.92222222,87.52,17
20251031,56117,0637_6857,2.15138889,48.80805556,162.73,38
20251031,131259,0667_6859,2.55527778,48.82305556,111.85,38
20251031,122949,0646_6863,2.27166667,48.86444444,85.78,38
20251031,177355,0652_6853,2.35861111,48.77250000,106.90,17
20251031,138648,0670_6874,2.60166667,48.96138889,82.80,38
20251031,162424,0631_6882,2.05805556,49.02750000,39.21,17
20251031,134522,0658_6836,2.43333333,48.61888889,103.73,17
20251031,107249,0660_6869,2.46138889,48.91888889,104.33,38
20251031,37680,0650_6868,2.32722222,48.90611111,61.11,38
20251031,4768,0650_6856,2.32111111,48.79555556,119.50,38
20251031,144792,0639_6860,2.17777778,48.83027778,155.65,20
20251031,3811,0660_6863,2.46333333,48.85861111,135.85,38
20251031,186245,0651_6865,2.33222222,48.87472222,53.18,38
20251031,86641,0683_6862,2.77388889,48.85555556,137.88,17
20251031,160867,0659_6870,2.44083333,48.92250000,70.16,38
20251031,56077,0657_6871,2.42194444,48.93194444,81.26,38
20251031,140790,0648_6858,2.30500000,48.81527778,103.52,17
20251031,4424,0666_6866,2.54111111,48.88750000,95.34,38
20251031,48513,0662_6867,2.48500000,48.89833333,92.58,38
20251031,154142,0654_6863,2.38194444,48.86194444,72.83,38
20251031,126475,0655_6864,2.39222222,48.86916667,113.45,38
20251031,166821,0646_6849,2.27055556,48.73722222,104.18,38
20251031,142859,0654_6874,2.38194444,48.95944444,61.26,38
20251031,6628,0636_6867,2.13472222,48.89444444,61.37,17
