20251031,173541,547728.3364432363,6244152.6693619955,292.72,False
20251031,170331,557203.4623685246,6244027.302536885,349.76,False
20251031,69784,543207.7504986221,6244786.735952282,366.10,False
20251031,146598,575397.7152665809,6244389.159696733,318.42,False
20251031,148222,599467.6841788713,6244244.504931401,349.91,False
20251031,7409,555895.6521412485,6245412.946663915,206.65,False
20251031,63536,589054.19208836,6244786.857829937,356.06,False
20251031,186873,553852.6148117429,6245523.628016984,258.76,False
20251031,68596,556693.8915394268,6245459.478093775,299.74,False
20251031,137934,556739.6813483115,6245489.341508906,293.49,False
20251031,69780,591855.895481649,6245047.819840256,313.91,False
20251031,129877,554421.0146836971,6245819.985255469,221.51,False
20251031,31810,608663.6216284118,6245249.552048278,374.31,False
20251031,116822,539857.9169610292,6247093.536165911,422.72,False
20251031,107733,602405.8640079835,6246082.950708954,322.41,False
20251031,103002,553803.9685788933,6247347.073998419,248.23,False
20251031,15004,579327.5497777514,6247000.944386868,235.01,False
20251031,67461,573218.6554199406,6247149.770765994,306.27,False
20251031,151232,596081.0134077858,6246861.800558601,309.02,False
20251031,123364,573266.7961421838,6247303.242603414,306.29,False
20251031,83530,556206.7296647765,6247879.553236095,227.28,False
20251031,82246,557561.9626991506,6247972.829693958,209.84,False
20251031,45415,580449.5127014173,6247906.438419553,267.05,False
20251031,120706,555362.7011798848,6248454.506619129,224.00,False
20251031,128001,565282.150144255,6248330.920109497,302.74,False
20251031,12790,599008.7933319065,6248050.293584943,212.44,False
20251031,11052,579830.5163943929,6248566.5802276675,297.31,False
20251031,131064,564463.8525407901,6249089.427285506,221.10,False
20251031,185331,564441.9686083489,6249120.775618559,220.10,False
20251031,186057,571340.2424462385,6249071.181069789,321.31,False
20251031,148223,600121.9581051362,6248588.7248372985,275.35,False
20251031,14796,602060.3097282858,6248558.801469818,247.69,False
20251031,193245,559466.0630692134,6249444.197158203,306.99,False
20251031,69801,569878.4616245589,6249255.127897279,331.76,False
20251031,12789,598752.9414131971,6248980.798850184,207.80,False
20251031,179769,548483.3557722939,6250312.285801316,321.14,False
20251031,127816,602974.9648507305,6249409.576315233,284.43,False
20251031,148224,602528.0027199782,6249663.415310837,298.62,False
20251031,81814,605256.1332046627,6249715.130048129,212.99,False
20251031,119733,596153.1103488998,6249917.998453526,303.77,False
20251031,118597,543340.7482981929,6251146.409127749,380.21,False
20251031,9445,561117.4373858427,6250736.25885004,340.56,False
20251031,125482,576247.0,6250852.5,191.55,False
20251031,70722,588842.4103023454,6250781.874277618,329.17,False
20251031,59757,606983.589993481,6250708.895675275,226.31,False
20251031,89357,576275.5882239905,6251290.260826043,193.57,False
20251031,67009,584928.6583450248,6251221.58943009,318.93,False
20251031,14797,604484.9071567291,6250900.077385747,200.12,False
20251031,69769,603518.8749946153,6251099.845087573,232.10,False
20251031,100873,577798.6126811493,6251971.33796352,288.48,False
20251031,184856,577710.862894355,6252096.546547533,284.07,False
20251031,67468,579693.7877385109,6252089.868551642,328.28,False
20251031,54125,575395.4393211041,6252388.251694078,231.52,False
20251031,182030,571704.9808967268,6252646.433726126,259.89,False
20251031,130776,571728.7424553265,6252707.725295947,251.81,False
20251031,162769,568959.5133428272,6252825.569306095,329.00,False
20251031,14618,558488.0732987227,6253141.10156629,237.42,False
20251031,184850,588293.2266067389,6252891.434208813,307.70,False
20251031,158727,574039.6047816705,6253341.285663767,212.55,False
20251031,167306,582283.4000223583,6253215.286619217,315.97,False
20251031,72955,598455.0167389332,6252938.379568748,318.55,False
20251031,190399,541213.2253053114,6254441.962898842,354.61,False
20251031,192366,541235.7436350628,6254441.404351075,374.61,False
