date,line,tile_id,lon,lat,height,nature_id
20251031,172989,0662_6900,2.48000000,49.19333333,63.49,42
20251031,183848,0659_6852,2.44361111,48.76194444,57.28,26
20251031,128059,0655_6840,2.39611111,48.65333333,76.95,23
20251031,156743,0646_6848,2.27194444,48.72861111,100.22,23
20251031,176843,0658_6852,2.43305556,48.76500000,72.25,23
20251031,137976,0655_6878,2.39194444,48.99527778,109.32,26
20251031,149093,0620_6858,1.91888889,48.81694444,175.89,23
20251031,134106,0666_6856,2.53833333,48.79694444,128.90,26
20251031,94534,0648_6873,2.29527778,48.94861111,55.58,26
20251031,129493,0629_6855,2.04583333,48.78777778,173.23,23
20251031,52711,0670_6849,2.59472222,48.73583333,140.59,4
20251031,22110,0665_6859,2.52583333,48.82750000,106.25,26
20251031,44420,0622_6883,1.93416667,49.04166667,103.82,23
20251031,104293,0650_6886,2.32166667,49.06583333,127.92,23
20251031,186853,0655_6874,2.38694444,48.96111111,82.51,26
20251031,128382,0670_6876,2.59583333,48.97666667,99.18,23
20251031,100832,0660_6901,2.45777778,49.20305556,91.83,23
20251031,62864,0652_6851,2.35416667,48.75444444,116.99,23
20251031,85082,0642_6850,2.22166667,48.74416667,160.52,23
20251031,126095,0640_6858,2.18861111,48.81277778,131.22,23
20251031,48627,0655_6874,2.39027778,48.96277778,81.77,26
20251031,79206,0670_6865,2.59833333,48.88000000,85.55,23
20251031,112705,0684_6877,2.78361111,48.99083333,140.23,26
20251031,173759,0654_6872,2.37416667,48.94361111,49.28,23
20251031,31028,0618_6880,1.88777778,49.01000000,122.84,23
20251031,35120,0638_6861,2.16694444,48.84250000,199.14,4
20251031,132989,0664_6850,2.51388889,48.74861111,120.11,48
20251031,79217,0675_6864,2.67027778,48.87444444,71.37,23
20251031,154742,0674_6860,2.65000000,48.83500000,122.02,26
20251031,159170,0618_6857,1.88416667,48.80750000,100.19,26
20251031,110572,0649_6870,2.31472222,48.92305556,70.87,26
20251031,118955,0649_6836,2.31944444,48.62138889,110.85,23
20251031,3255,0629_6856,2.04666667,48.79500000,193.62,26
20251031,161802,0679_6862,2.72638889,48.85666667,117.25,26
20251031,23389,0648_6889,2.28861111,49.09000000,163.67,42
20251031,114470,0653_6877,2.36250000,48.99111111,104.40,26
20251031,15909,0653_6882,2.36222222,49.03222222,138.91,4
20251031,95464,0657_6848,2.41611111,48.72472222,55.51,12
20251031,184116,0631_6848,2.07166667,48.72222222,187.31,23
