date,line,tile_id,lon,lat,height,nature_id
20251031,184486,0635_6882,2.12250000,49.02833333,77.35,48
20251031,138307,0660_6869,2.46194444,48.91388889,67.68,23
20251031,54741,0656_6851,2.41388889,48.75138889,70.86,26
20251031,181793,0662_6844,2.48611111,48.68722222,116.40,26
20251031,180422,0665_6895,2.52333333,49.15250000,96.11,23
20251031,13236,0646_6890,2.27138889,49.10111111,119.92,23
20251031,55644,0640_6842,2.19555556,48.67250000,216.60,23
20251031,132593,0640_6873,2.18222222,48.95277778,89.89,23
20251031,97382,0655_6878,2.39166667,48.99500000,107.32,26
20251031,130054,0681_6865,2.75222222,48.87666667,146.89,26
20251031,173904,0635_6881,2.12083333,49.02222222,75.75,23
20251031,131167,0677_6893,2.68722222,49.12805556,122.20,23
20251031,193418,0679_6862,2.72666667,48.85750000,119.46,48
20251031,181572,0685_6873,2.80611111,48.95027778,114.79,26
20251031,141207,0672_6840,2.62500000,48.65527778,106.03,23
20251031,50630,0645_6893,2.25388889,49.12944444,69.96,48
20251031,113491,0649_6875,2.30750000,48.97222222,61.82,23
20251031,101395,0638_6876,2.16444444,48.97861111,55.09,23
20251031,106881,0623_6859,1.95527778,48.81833333,155.99,26
20251031,79486,0641_6854,2.20750000,48.77888889,185.53,26
20251031,164938,0619_6894,1.89722222,49.13805556,139.27,23
20251031,110714,0660_6846,2.46277778,48.70777778,74.11,26
20251031,139361,0649_6887,2.30361111,49.07416667,215.08,48
20251031,157006,0662_6860,2.48972222,48.83000000,49.01,42
20251031,181028,0665_6864,2.52555556,48.87194444,82.91,23
20251031,95682,0648_6850,2.30166667,48.74361111,64.09,12
20251031,144132,0658_6877,2.43555556,48.99083333,95.52,26
20251031,117161,0644_6839,2.25166667,48.64555556,175.51,23
20251031,185008,0675_6860,2.66194444,48.83944444,124.45,26
20251031,112173,0656_6854,2.40916667,48.78333333,48.76,42
20251031,154900,0638_6893,2.16416667,49.12694444,108.20,23
20251031,160159,0677_6883,2.69333333,49.04638889,173.43,23
20251031,99794,0667_6869,2.55416667,48.91638889,146.96,26
20251031,188218,0662_6836,2.48527778,48.61916667,95.70,48
20251031,113654,0646_6866,2.26388889,48.88750000,63.78,42
20251031,132068,0623_6851,1.96555556,48.74972222,198.36,26
20251031,153757,0665_6855,2.53500000,48.79277778,129.70,48
20251031,127510,0639_6902,2.17083333,49.21250000,91.16,23
20251031,138878,0657_6848,2.42722222,48.72750000,64.58,26
20251031,101630,0642_6877,2.20861111,48.98750000,122.35,23
20251031,168362,0676_6854,2.68250000,48.78416667,144.66,23
20251031,138935,0666_6849,2.54472222,48.73333333,107.77,48
20251031,89239,0652_6870,2.35750000,48.92250000,49.25,12
20251031,5157,0625_6876,1.98416667,48.97583333,37.13,42
20251031,150236,0651_6881,2.34083333,49.02611111,144.92,26
20251031,129474,0641_6860,2.20166667,48.83333333,117.40,42
20251031,120686,0626_6859,1.99361111,48.82361111,135.97,23
20251031,123902,0673_6870,2.64361111,48.92916667,177.82,23
20251031,167902,0670_6848,2.59333333,48.72416667,117.54,23
