date,line,tile_id,lon,lat,height,nature_id
20251031,86791,0651_6866,2.34222222,48.88611111,142.43,4
20251031,96330,0632_6864,2.07666667,48.86805556,137.55,12
20251031,99989,0647_6862,2.28388889,48.85222222,37.73,12
20251031,16169,0638_6844,2.15944444,48.69000000,147.62,23
20251031,96607,0631_6867,2.06972222,48.89416667,92.93,12
20251031,101482,0684_6849,2.79305556,48.73416667,143.27,23
20251031,122317,0636_6891,2.12777778,49.10972222,133.03,26
20251031,30340,0624_6890,1.96305556,49.10083333,110.05,4
20251031,86683,0630_6834,2.05916667,48.59861111,171.94,23
20251031,156955,0626_6883,1.98972222,49.03611111,133.22,48
20251031,149046,0627_6888,2.00638889,49.08000000,71.60,48
20251031,102309,0646_6849,2.27027778,48.73305556,92.05,23
20251031,81157,0662_6881,2.48305556,49.02000000,111.49,23
20251031,71501,0671_6902,2.61138889,49.20833333,124.56,23
20251031,192256,0634_6878,2.10027778,48.99277778,73.15,26
20251031,2587,0658_6865,2.43944444,48.87555556,148.14,23
20251031,112247,0666_6866,2.54500000,48.88972222,141.77,26
20251031,87375,0664_6866,2.52222222,48.89111111,105.75,26
20251031,45658,0662_6874,2.49305556,48.96472222,91.84,26
20251031,130390,0657_6892,2.42055556,49.11750000,100.82,26
20251031,113010,0650_6842,2.33083333,48.66888889,71.99,42
20251031,142959,0628_6854,2.02277778,48.77611111,172.18,26
20251031,74899,0683_6852,2.77194444,48.76305556,154.18,4
20251031,98291,0653_6878,2.36111111,48.99777778,101.27,23
20251031,91916,0655_6839,2.39444444,48.64111111,107.33,23
20251031,95302,0663_6865,2.50666667,48.88305556,82.42,23
20251031,64666,0670_6846,2.59305556,48.70611111,125.08,23
20251031,116643,0665_6846,2.52777778,48.71000000,117.32,48
20251031,117541,0652_6865,2.35916667,48.87750000,56.64,23
20251031,76307,0650_6881,2.32250000,49.02222222,198.84,48
20251031,182928,0641_6844,2.21111111,48.69083333,192.12,26
